name,modelfile,evidencefile,orderfile,num_evid,width,depth,logSS,num_vars,avg_states,max_states,num_factors,avg_scope,max_scope,sparsity,sparsity_std,values_std,MPE,MPLP,PR,LBP
deer_rescaled_0294.K10.F2.model,deer_rescaled_0294.K10.F2.model.uai,deer_rescaled_0294.K10.F2.model.uai.evid,deer_rescaled_0294.K10.F2.model.uai.ord,0,7,25,7.21,60,11.0,11,240,1.75,2,0.15,0.04,40.45,-105.218861,,-75.796398,
deer_rescaled_0294.K15.F1.5.model,deer_rescaled_0294.K15.F1.5.model.uai,deer_rescaled_0294.K15.F1.5.model.uai.evid,deer_rescaled_0294.K15.F1.5.model.uai.ord,0,5,15,6.3,60,16.0,16,210,1.71,2,0.1,0.03,34.28,-103.315906,,-67.38033,
deer_rescaled_0294.K15.F1.75.model,deer_rescaled_0294.K15.F1.75.model.uai,deer_rescaled_0294.K15.F1.75.model.uai.evid,deer_rescaled_0294.K15.F1.75.model.uai.ord,0,6,21,7.27,60,16.0,16,225,1.73,2,0.11,0.03,34.4,-104.435585,,-70.355726,
deer_rescaled_0294.K15.F100.model,deer_rescaled_0294.K15.F100.model.uai,deer_rescaled_0294.K15.F100.model.uai.evid,deer_rescaled_0294.K15.F100.model.uai.ord,0,59,59,70.47,60,16.0,16,1830,1.97,2,0.12,0.01,25.42,12478.579551,,,
deer_rescaled_0294.K20.F1.25.model,deer_rescaled_0294.K20.F1.25.model.uai,deer_rescaled_0294.K20.F1.25.model.uai.evid,deer_rescaled_0294.K20.F1.25.model.uai.ord,0,5,20,6.54,60,21.0,21,195,1.69,2,0.08,0.02,30.49,-99.864164,,-51.861253,
deer_rescaled_0294.K20.F1.5.model,deer_rescaled_0294.K20.F1.5.model.uai,deer_rescaled_0294.K20.F1.5.model.uai.evid,deer_rescaled_0294.K20.F1.5.model.uai.ord,0,5,15,6.88,60,21.0,21,210,1.71,2,0.08,0.02,30.39,-103.315906,,-64.090093,
deer_rescaled_0294.K20.F100.model,deer_rescaled_0294.K20.F100.model.uai,deer_rescaled_0294.K20.F100.model.uai.evid,deer_rescaled_0294.K20.F100.model.uai.ord,0,59,59,77.43,60,21.0,21,1830,1.97,2,0.09,0.01,22.27,13536.214904,,,
deer_rescaled_1002.K10.F100.model,deer_rescaled_1002.K10.F100.model.uai,deer_rescaled_1002.K10.F100.model.uai.evid,deer_rescaled_1002.K10.F100.model.uai.ord,0,59,59,60.88,60,11.0,11,1830,1.97,2,0.17,0.01,33.97,4816.027439,,,
deer_rescaled_1002.K15.F1.75.model,deer_rescaled_1002.K15.F1.75.model.uai,deer_rescaled_1002.K15.F1.75.model.uai.evid,deer_rescaled_1002.K15.F1.75.model.uai.ord,0,6,21,7.27,60,16.0,16,225,1.73,2,0.11,0.03,34.54,-72.703538,,-34.403274,
deer_rescaled_1002.K15.F100.model,deer_rescaled_1002.K15.F100.model.uai,deer_rescaled_1002.K15.F100.model.uai.evid,deer_rescaled_1002.K15.F100.model.uai.ord,0,59,59,70.47,60,16.0,16,1830,1.97,2,0.12,0.01,27.53,8849.451213,,,
deer_rescaled_1002.K20.F1.5.model,deer_rescaled_1002.K20.F1.5.model.uai,deer_rescaled_1002.K20.F1.5.model.uai.evid,deer_rescaled_1002.K20.F1.5.model.uai.ord,0,5,15,6.88,60,21.0,21,210,1.71,2,0.08,0.02,30.48,-72.438043,,-29.813419,
deer_rescaled_1002.K20.F100.model,deer_rescaled_1002.K20.F100.model.uai,deer_rescaled_1002.K20.F100.model.uai.evid,deer_rescaled_1002.K20.F100.model.uai.ord,0,59,59,77.43,60,21.0,21,1830,1.97,2,0.09,0.01,24.18,11267.678301,,,
deer_rescaled_1003.K10.F100.model,deer_rescaled_1003.K10.F100.model.uai,deer_rescaled_1003.K10.F100.model.uai.evid,deer_rescaled_1003.K10.F100.model.uai.ord,0,59,59,60.88,60,11.0,11,1830,1.97,2,0.17,0.01,31.3,14162.918296,,,
deer_rescaled_1003.K15.F1.5.model,deer_rescaled_1003.K15.F1.5.model.uai,deer_rescaled_1003.K15.F1.5.model.uai.evid,deer_rescaled_1003.K15.F1.5.model.uai.ord,0,5,15,6.3,60,16.0,16,210,1.71,2,0.1,0.03,34.2,-67.195283,,-37.048145,
deer_rescaled_1003.K15.F1.75.model,deer_rescaled_1003.K15.F1.75.model.uai,deer_rescaled_1003.K15.F1.75.model.uai.evid,deer_rescaled_1003.K15.F1.75.model.uai.ord,0,6,21,7.27,60,16.0,16,225,1.73,2,0.11,0.03,34.29,-67.389632,,-38.451528,
deer_rescaled_1003.K15.F100.model,deer_rescaled_1003.K15.F100.model.uai,deer_rescaled_1003.K15.F100.model.uai.evid,deer_rescaled_1003.K15.F100.model.uai.ord,0,59,59,70.47,60,16.0,16,1830,1.97,2,0.12,0.01,25.53,16544.169748,,,
deer_rescaled_1003.K20.F1.25.model,deer_rescaled_1003.K20.F1.25.model.uai,deer_rescaled_1003.K20.F1.25.model.uai.evid,deer_rescaled_1003.K20.F1.25.model.uai.ord,0,5,20,6.54,60,21.0,21,195,1.69,2,0.08,0.02,30.47,-68.78189,,-24.391821,
deer_rescaled_1003.K20.F1.5.model,deer_rescaled_1003.K20.F1.5.model.uai,deer_rescaled_1003.K20.F1.5.model.uai.evid,deer_rescaled_1003.K20.F1.5.model.uai.ord,0,5,15,6.88,60,21.0,21,210,1.71,2,0.08,0.02,30.29,-67.195283,,-34.838252,
deer_rescaled_1003.K20.F100.model,deer_rescaled_1003.K20.F100.model.uai,deer_rescaled_1003.K20.F100.model.uai.evid,deer_rescaled_1003.K20.F100.model.uai.ord,0,59,59,77.43,60,21.0,21,1830,1.97,2,0.09,0.01,21.85,18606.266173,,,
deer_rescaled_3009.K10.F1.75.model,deer_rescaled_3009.K10.F1.75.model.uai,deer_rescaled_3009.K10.F1.75.model.uai.evid,deer_rescaled_3009.K10.F1.75.model.uai.ord,0,6,21,6.32,60,11.0,11,225,1.73,2,0.15,0.04,40.5,-74.028045,,-36.674248,
deer_rescaled_3009.K10.F100.model,deer_rescaled_3009.K10.F100.model.uai,deer_rescaled_3009.K10.F100.model.uai.evid,deer_rescaled_3009.K10.F100.model.uai.ord,0,59,59,60.88,60,11.0,11,1830,1.97,2,0.17,0.01,35.71,2448.664503,,,
deer_rescaled_3009.K15.F1.75.model,deer_rescaled_3009.K15.F1.75.model.uai,deer_rescaled_3009.K15.F1.75.model.uai.evid,deer_rescaled_3009.K15.F1.75.model.uai.ord,0,6,21,7.27,60,16.0,16,225,1.73,2,0.11,0.03,34.65,-74.028045,,-31.611552,
deer_rescaled_3009.K15.F100.model,deer_rescaled_3009.K15.F100.model.uai,deer_rescaled_3009.K15.F100.model.uai.evid,deer_rescaled_3009.K15.F100.model.uai.ord,0,59,59,70.47,60,16.0,16,1830,1.97,2,0.12,0.01,29.13,5577.253167,,,
deer_rescaled_3009.K20.F1.25.model,deer_rescaled_3009.K20.F1.25.model.uai,deer_rescaled_3009.K20.F1.25.model.uai.evid,deer_rescaled_3009.K20.F1.25.model.uai.ord,0,5,20,6.54,60,21.0,21,195,1.69,2,0.08,0.02,30.55,-72.235601,,-18.693177,
deer_rescaled_3009.K20.F1.5.model,deer_rescaled_3009.K20.F1.5.model.uai,deer_rescaled_3009.K20.F1.5.model.uai.evid,deer_rescaled_3009.K20.F1.5.model.uai.ord,0,5,15,6.88,60,21.0,21,210,1.71,2,0.08,0.02,30.58,-73.711321,,-26.37921,
deer_rescaled_3009.K20.F100.model,deer_rescaled_3009.K20.F100.model.uai,deer_rescaled_3009.K20.F100.model.uai.evid,deer_rescaled_3009.K20.F100.model.uai.ord,0,59,59,77.43,60,21.0,21,1830,1.97,2,0.09,0.01,24.93,7958.719664,,,
deer_rescaled_3020.K15.F1.75.model,deer_rescaled_3020.K15.F1.75.model.uai,deer_rescaled_3020.K15.F1.75.model.uai.evid,deer_rescaled_3020.K15.F1.75.model.uai.ord,0,6,21,7.27,60,16.0,16,225,1.73,2,0.11,0.03,34.62,-73.492146,,-33.753456,
deer_rescaled_3020.K20.F1.5.model,deer_rescaled_3020.K20.F1.5.model.uai,deer_rescaled_3020.K20.F1.5.model.uai.evid,deer_rescaled_3020.K20.F1.5.model.uai.ord,0,5,15,6.88,60,21.0,21,210,1.71,2,0.08,0.02,30.52,-73.086134,,-29.862454,
deer_rescaled_3020.K20.F100.model,deer_rescaled_3020.K20.F100.model.uai,deer_rescaled_3020.K20.F100.model.uai.evid,deer_rescaled_3020.K20.F100.model.uai.ord,0,59,59,77.43,60,21.0,21,1830,1.97,2,0.09,0.01,25.09,10547.218187,,,
elephant_rescaled_1002.K10.F1.5.model,elephant_rescaled_1002.K10.F1.5.model.uai,elephant_rescaled_1002.K10.F1.5.model.uai.evid,elephant_rescaled_1002.K10.F1.5.model.uai.ord,0,7,17,6.83,60,11.0,11,210,1.71,2,0.15,0.04,40.46,-87.000836,,-46.795828,
elephant_rescaled_1002.K15.F1.25.model,elephant_rescaled_1002.K15.F1.25.model.uai,elephant_rescaled_1002.K15.F1.25.model.uai.evid,elephant_rescaled_1002.K15.F1.25.model.uai.ord,0,6,22,7.23,60,16.0,16,195,1.69,2,0.1,0.03,33.93,-88.011095,,-50.801412,
giraffe_rescaled_0200.K10.F1.75.model,giraffe_rescaled_0200.K10.F1.75.model.uai,giraffe_rescaled_0200.K10.F1.75.model.uai.evid,giraffe_rescaled_0200.K10.F1.75.model.uai.ord,0,7,25,6.89,60,11.0,11,225,1.73,2,0.15,0.04,40.4,-83.695818,,-52.371868,
giraffe_rescaled_0200.K10.F100.model,giraffe_rescaled_0200.K10.F100.model.uai,giraffe_rescaled_0200.K10.F100.model.uai.evid,giraffe_rescaled_0200.K10.F100.model.uai.ord,0,59,59,60.88,60,11.0,11,1830,1.97,2,0.17,0.01,35.79,4049.793085,,,
giraffe_rescaled_0200.K15.F1.25.model,giraffe_rescaled_0200.K15.F1.25.model.uai,giraffe_rescaled_0200.K15.F1.25.model.uai.evid,giraffe_rescaled_0200.K15.F1.25.model.uai.ord,0,5,18,6.0,60,16.0,16,195,1.69,2,0.1,0.03,34.16,-83.095569,,-46.667801,
giraffe_rescaled_0200.K15.F1.5.model,giraffe_rescaled_0200.K15.F1.5.model.uai,giraffe_rescaled_0200.K15.F1.5.model.uai.evid,giraffe_rescaled_0200.K15.F1.5.model.uai.ord,0,6,23,7.16,60,16.0,16,210,1.71,2,0.1,0.03,34.49,-82.786255,,-44.086904,
giraffe_rescaled_0200.K15.F100.model,giraffe_rescaled_0200.K15.F100.model.uai,giraffe_rescaled_0200.K15.F100.model.uai.evid,giraffe_rescaled_0200.K15.F100.model.uai.ord,0,59,59,70.47,60,16.0,16,1830,1.97,2,0.12,0.01,29.52,5868.771956,,,
giraffe_rescaled_0200.K20.F1.25.model,giraffe_rescaled_0200.K20.F1.25.model.uai,giraffe_rescaled_0200.K20.F1.25.model.uai.evid,giraffe_rescaled_0200.K20.F1.25.model.uai.ord,0,5,18,6.57,60,21.0,21,195,1.69,2,0.08,0.02,30.24,-83.095569,,-44.060976,
giraffe_rescaled_0200.K20.F100.model,giraffe_rescaled_0200.K20.F100.model.uai,giraffe_rescaled_0200.K20.F100.model.uai.evid,giraffe_rescaled_0200.K20.F100.model.uai.ord,0,59,59,77.43,60,21.0,21,1830,1.97,2,0.09,0.01,25.38,8656.260558,,,
giraffe_rescaled_3007.K10.F1.5.model,giraffe_rescaled_3007.K10.F1.5.model.uai,giraffe_rescaled_3007.K10.F1.5.model.uai.evid,giraffe_rescaled_3007.K10.F1.5.model.uai.ord,0,6,23,6.21,60,11.0,11,210,1.71,2,0.15,0.04,40.36,-77.434406,,-35.405551,
giraffe_rescaled_3007.K10.F1.75.model,giraffe_rescaled_3007.K10.F1.75.model.uai,giraffe_rescaled_3007.K10.F1.75.model.uai.evid,giraffe_rescaled_3007.K10.F1.75.model.uai.ord,0,7,25,6.89,60,11.0,11,225,1.73,2,0.15,0.04,40.48,-78.343247,,-37.550762,
giraffe_rescaled_3007.K15.F1.5.model,giraffe_rescaled_3007.K15.F1.5.model.uai,giraffe_rescaled_3007.K15.F1.5.model.uai.evid,giraffe_rescaled_3007.K15.F1.5.model.uai.ord,0,6,23,7.16,60,16.0,16,210,1.71,2,0.1,0.03,34.52,-77.434406,,-30.684617,
giraffe_rescaled_3007.K20.F1.25.model,giraffe_rescaled_3007.K20.F1.25.model.uai,giraffe_rescaled_3007.K20.F1.25.model.uai.evid,giraffe_rescaled_3007.K20.F1.25.model.uai.ord,0,5,18,6.57,60,21.0,21,195,1.69,2,0.08,0.02,30.31,-77.990057,,-29.951786,
giraffe_rescaled_3016.K10.F1.75.model,giraffe_rescaled_3016.K10.F1.75.model.uai,giraffe_rescaled_3016.K10.F1.75.model.uai.evid,giraffe_rescaled_3016.K10.F1.75.model.uai.ord,0,7,25,6.89,60,11.0,11,225,1.73,2,0.15,0.04,40.15,-94.25004,,-75.069977,
giraffe_rescaled_3016.K10.F100.model,giraffe_rescaled_3016.K10.F100.model.uai,giraffe_rescaled_3016.K10.F100.model.uai.evid,giraffe_rescaled_3016.K10.F100.model.uai.ord,0,59,59,60.88,60,11.0,11,1830,1.97,2,0.17,0.01,32.68,7422.116593,,,
giraffe_rescaled_3016.K15.F1.25.model,giraffe_rescaled_3016.K15.F1.25.model.uai,giraffe_rescaled_3016.K15.F1.25.model.uai.evid,giraffe_rescaled_3016.K15.F1.25.model.uai.ord,0,5,18,6.0,60,16.0,16,195,1.69,2,0.1,0.03,33.79,-94.311939,,-72.274381,
giraffe_rescaled_3016.K15.F1.5.model,giraffe_rescaled_3016.K15.F1.5.model.uai,giraffe_rescaled_3016.K15.F1.5.model.uai.evid,giraffe_rescaled_3016.K15.F1.5.model.uai.ord,0,6,23,7.16,60,16.0,16,210,1.71,2,0.1,0.03,34.23,-94.18358,,-70.199675,
giraffe_rescaled_3016.K15.F100.model,giraffe_rescaled_3016.K15.F100.model.uai,giraffe_rescaled_3016.K15.F100.model.uai.evid,giraffe_rescaled_3016.K15.F100.model.uai.ord,0,59,59,70.47,60,16.0,16,1830,1.97,2,0.12,0.01,26.4,11858.898249,,,
giraffe_rescaled_3016.K20.F1.25.model,giraffe_rescaled_3016.K20.F1.25.model.uai,giraffe_rescaled_3016.K20.F1.25.model.uai.evid,giraffe_rescaled_3016.K20.F1.25.model.uai.ord,0,5,18,6.57,60,21.0,21,195,1.69,2,0.08,0.02,29.84,-94.311939,,-71.094513,
giraffe_rescaled_3016.K20.F100.model,giraffe_rescaled_3016.K20.F100.model.uai,giraffe_rescaled_3016.K20.F100.model.uai.evid,giraffe_rescaled_3016.K20.F100.model.uai.ord,0,59,59,77.43,60,21.0,21,1830,1.97,2,0.09,0.01,22.45,16107.728267,,,
giraffe_rescaled_4001.K10.F1.75.model,giraffe_rescaled_4001.K10.F1.75.model.uai,giraffe_rescaled_4001.K10.F1.75.model.uai.evid,giraffe_rescaled_4001.K10.F1.75.model.uai.ord,0,7,25,6.89,60,11.0,11,225,1.73,2,0.15,0.04,40.45,-79.13854,,-45.217783,
giraffe_rescaled_4001.K15.F1.25.model,giraffe_rescaled_4001.K15.F1.25.model.uai,giraffe_rescaled_4001.K15.F1.25.model.uai.evid,giraffe_rescaled_4001.K15.F1.25.model.uai.ord,0,5,18,6.0,60,16.0,16,195,1.69,2,0.1,0.03,34.18,-79.029345,,-41.028109,
giraffe_rescaled_4001.K15.F1.5.model,giraffe_rescaled_4001.K15.F1.5.model.uai,giraffe_rescaled_4001.K15.F1.5.model.uai.evid,giraffe_rescaled_4001.K15.F1.5.model.uai.ord,0,6,23,7.16,60,16.0,16,210,1.71,2,0.1,0.03,34.5,-78.762487,,-39.46472,
giraffe_rescaled_4001.K15.F100.model,giraffe_rescaled_4001.K15.F100.model.uai,giraffe_rescaled_4001.K15.F100.model.uai.evid,giraffe_rescaled_4001.K15.F100.model.uai.ord,0,59,59,70.47,60,16.0,16,1830,1.97,2,0.12,0.01,30.6,6010.707138,,,
giraffe_rescaled_4001.K20.F1.25.model,giraffe_rescaled_4001.K20.F1.25.model.uai,giraffe_rescaled_4001.K20.F1.25.model.uai.evid,giraffe_rescaled_4001.K20.F1.25.model.uai.ord,0,5,18,6.57,60,21.0,21,195,1.69,2,0.08,0.02,30.23,-79.029345,,-38.928477,
giraffe_rescaled_4001.K20.F100.model,giraffe_rescaled_4001.K20.F100.model.uai,giraffe_rescaled_4001.K20.F100.model.uai.evid,giraffe_rescaled_4001.K20.F100.model.uai.ord,0,59,59,77.43,60,21.0,21,1830,1.97,2,0.09,0.01,26.34,8255.007847,,,
giraffe_rescaled_5004.K10.F1.5.model,giraffe_rescaled_5004.K10.F1.5.model.uai,giraffe_rescaled_5004.K10.F1.5.model.uai.evid,giraffe_rescaled_5004.K10.F1.5.model.uai.ord,0,6,23,6.21,60,11.0,11,210,1.71,2,0.15,0.04,40.32,-81.239182,,-41.971586,
giraffe_rescaled_5004.K10.F1.75.model,giraffe_rescaled_5004.K10.F1.75.model.uai,giraffe_rescaled_5004.K10.F1.75.model.uai.evid,giraffe_rescaled_5004.K10.F1.75.model.uai.ord,0,7,25,6.89,60,11.0,11,225,1.73,2,0.15,0.04,40.41,-82.136889,,-44.653475,
giraffe_rescaled_5004.K10.F100.model,giraffe_rescaled_5004.K10.F100.model.uai,giraffe_rescaled_5004.K10.F100.model.uai.evid,giraffe_rescaled_5004.K10.F100.model.uai.ord,0,59,59,60.88,60,11.0,11,1830,1.97,2,0.17,0.01,36.74,4415.637953,,,
giraffe_rescaled_5004.K15.F1.25.model,giraffe_rescaled_5004.K15.F1.25.model.uai,giraffe_rescaled_5004.K15.F1.25.model.uai.evid,giraffe_rescaled_5004.K15.F1.25.model.uai.ord,0,5,18,6.0,60,16.0,16,195,1.69,2,0.1,0.03,34.12,-81.865762,,-38.681504,
giraffe_rescaled_5004.K15.F1.5.model,giraffe_rescaled_5004.K15.F1.5.model.uai,giraffe_rescaled_5004.K15.F1.5.model.uai.evid,giraffe_rescaled_5004.K15.F1.5.model.uai.ord,0,6,23,7.16,60,16.0,16,210,1.71,2,0.1,0.03,34.47,-81.239182,,-36.59222,
giraffe_rescaled_5004.K15.F100.model,giraffe_rescaled_5004.K15.F100.model.uai,giraffe_rescaled_5004.K15.F100.model.uai.evid,giraffe_rescaled_5004.K15.F100.model.uai.ord,0,59,59,70.47,60,16.0,16,1830,1.97,2,0.12,0.01,29.3,6689.334978,,,
giraffe_rescaled_5004.K20.F1.25.model,giraffe_rescaled_5004.K20.F1.25.model.uai,giraffe_rescaled_5004.K20.F1.25.model.uai.evid,giraffe_rescaled_5004.K20.F1.25.model.uai.ord,0,5,18,6.57,60,21.0,21,195,1.69,2,0.08,0.02,30.19,-81.730192,,-36.051347,
giraffe_rescaled_5004.K20.F100.model,giraffe_rescaled_5004.K20.F100.model.uai,giraffe_rescaled_5004.K20.F100.model.uai.evid,giraffe_rescaled_5004.K20.F100.model.uai.ord,0,59,59,77.43,60,21.0,21,1830,1.97,2,0.09,0.01,24.8,8735.88215,,,
giraffe_rescaled_5009.K10.F1.5.model,giraffe_rescaled_5009.K10.F1.5.model.uai,giraffe_rescaled_5009.K10.F1.5.model.uai.evid,giraffe_rescaled_5009.K10.F1.5.model.uai.ord,0,6,23,6.21,60,11.0,11,210,1.71,2,0.15,0.04,40.23,-92.809871,,-53.401253,
giraffe_rescaled_5009.K10.F1.75.model,giraffe_rescaled_5009.K10.F1.75.model.uai,giraffe_rescaled_5009.K10.F1.75.model.uai.evid,giraffe_rescaled_5009.K10.F1.75.model.uai.ord,0,7,25,6.89,60,11.0,11,225,1.73,2,0.15,0.04,40.27,-93.803212,,-56.997967,
giraffe_rescaled_5009.K10.F100.model,giraffe_rescaled_5009.K10.F100.model.uai,giraffe_rescaled_5009.K10.F100.model.uai.evid,giraffe_rescaled_5009.K10.F100.model.uai.ord,0,59,59,60.88,60,11.0,11,1830,1.97,2,0.17,0.01,34.14,7756.974727,,,
giraffe_rescaled_5009.K15.F1.5.model,giraffe_rescaled_5009.K15.F1.5.model.uai,giraffe_rescaled_5009.K15.F1.5.model.uai.evid,giraffe_rescaled_5009.K15.F1.5.model.uai.ord,0,6,23,7.16,60,16.0,16,210,1.71,2,0.1,0.03,34.41,-92.754479,,-47.732103,
giraffe_rescaled_5009.K15.F100.model,giraffe_rescaled_5009.K15.F100.model.uai,giraffe_rescaled_5009.K15.F100.model.uai.evid,giraffe_rescaled_5009.K15.F100.model.uai.ord,0,59,59,70.47,60,16.0,16,1830,1.97,2,0.12,0.01,28.58,9702.368717,,,
giraffe_rescaled_5009.K20.F100.model,giraffe_rescaled_5009.K20.F100.model.uai,giraffe_rescaled_5009.K20.F100.model.uai.evid,giraffe_rescaled_5009.K20.F100.model.uai.ord,0,59,59,77.43,60,21.0,21,1830,1.97,2,0.09,0.01,24.89,10989.12899,,,
giraffe_rescaled_5010.K10.F1.75.model,giraffe_rescaled_5010.K10.F1.75.model.uai,giraffe_rescaled_5010.K10.F1.75.model.uai.evid,giraffe_rescaled_5010.K10.F1.75.model.uai.ord,0,7,25,6.89,60,11.0,11,225,1.73,2,0.15,0.04,40.3,-80.653537,,-41.477565,
giraffe_rescaled_5010.K15.F1.25.model,giraffe_rescaled_5010.K15.F1.25.model.uai,giraffe_rescaled_5010.K15.F1.25.model.uai.evid,giraffe_rescaled_5010.K15.F1.25.model.uai.ord,0,5,18,6.0,60,16.0,16,195,1.69,2,0.1,0.03,34.04,-80.407286,,-36.292141,
giraffe_rescaled_5010.K15.F1.5.model,giraffe_rescaled_5010.K15.F1.5.model.uai,giraffe_rescaled_5010.K15.F1.5.model.uai.evid,giraffe_rescaled_5010.K15.F1.5.model.uai.ord,0,6,23,7.16,60,16.0,16,210,1.71,2,0.1,0.03,34.42,-79.780289,,-34.117555,
giraffe_rescaled_5010.K20.F1.25.model,giraffe_rescaled_5010.K20.F1.25.model.uai,giraffe_rescaled_5010.K20.F1.25.model.uai.evid,giraffe_rescaled_5010.K20.F1.25.model.uai.ord,0,5,18,6.57,60,21.0,21,195,1.69,2,0.08,0.02,30.14,-80.407286,,-33.414061,
giraffe_rescaled_5014.K10.F1.75.model,giraffe_rescaled_5014.K10.F1.75.model.uai,giraffe_rescaled_5014.K10.F1.75.model.uai.evid,giraffe_rescaled_5014.K10.F1.75.model.uai.ord,0,7,25,6.89,60,11.0,11,225,1.73,2,0.15,0.04,40.34,-81.159025,,-41.653339,
giraffe_rescaled_5014.K15.F1.5.model,giraffe_rescaled_5014.K15.F1.5.model.uai,giraffe_rescaled_5014.K15.F1.5.model.uai.evid,giraffe_rescaled_5014.K15.F1.5.model.uai.ord,0,6,23,7.16,60,16.0,16,210,1.71,2,0.1,0.03,34.44,-80.789018,,-35.872906,
giraffe_rescaled_5014.K20.F1.25.model,giraffe_rescaled_5014.K20.F1.25.model.uai,giraffe_rescaled_5014.K20.F1.25.model.uai.evid,giraffe_rescaled_5014.K20.F1.25.model.uai.ord,0,5,18,6.57,60,21.0,21,195,1.69,2,0.08,0.02,30.18,-81.264628,,-35.272126,
giraffe_rescaled_5016.K10.F1.5.model,giraffe_rescaled_5016.K10.F1.5.model.uai,giraffe_rescaled_5016.K10.F1.5.model.uai.evid,giraffe_rescaled_5016.K10.F1.5.model.uai.ord,0,6,23,6.21,60,11.0,11,210,1.71,2,0.15,0.04,40.36,-60.432901,,-23.151865,
giraffe_rescaled_5016.K10.F1.75.model,giraffe_rescaled_5016.K10.F1.75.model.uai,giraffe_rescaled_5016.K10.F1.75.model.uai.evid,giraffe_rescaled_5016.K10.F1.75.model.uai.ord,0,7,25,6.89,60,11.0,11,225,1.73,2,0.15,0.04,40.48,-60.777026,,-24.792894,
giraffe_rescaled_5016.K15.F1.25.model,giraffe_rescaled_5016.K15.F1.25.model.uai,giraffe_rescaled_5016.K15.F1.25.model.uai.evid,giraffe_rescaled_5016.K15.F1.25.model.uai.ord,0,5,18,6.0,60,16.0,16,195,1.69,2,0.1,0.03,34.19,-60.714345,,-21.32807,
giraffe_rescaled_5016.K15.F1.5.model,giraffe_rescaled_5016.K15.F1.5.model.uai,giraffe_rescaled_5016.K15.F1.5.model.uai.evid,giraffe_rescaled_5016.K15.F1.5.model.uai.ord,0,6,23,7.16,60,16.0,16,210,1.71,2,0.1,0.03,34.51,-60.432901,,-19.907113,
giraffe_rescaled_5016.K15.F100.model,giraffe_rescaled_5016.K15.F100.model.uai,giraffe_rescaled_5016.K15.F100.model.uai.evid,giraffe_rescaled_5016.K15.F100.model.uai.ord,0,59,59,70.47,60,16.0,16,1830,1.97,2,0.12,0.01,31.49,4989.099954,,,
