name,modelfile,evidencefile,orderfile,num_evid,width,depth,logSS,num_vars,avg_states,max_states,num_factors,avg_scope,max_scope,sparsity,sparsity_std,values_std,MPE,MPLP,PR,LBP
or_chain_123.fg,or_chain_123.fg.uai,or_chain_123.fg.uai.evid,or_chain_123.fg.uai.ord,13,45,84,13.32,867,2.0,2,867,2.26,3,0.26,0.2,37.57,-10.343752,,,
or_chain_124.fg,or_chain_124.fg.uai,or_chain_124.fg.uai.evid,or_chain_124.fg.uai.ord,18,96,143,28.6,1583,2.0,2,1583,2.21,3,0.24,0.19,36.35,,,,
or_chain_125.fg,or_chain_125.fg.uai,or_chain_125.fg.uai.evid,or_chain_125.fg.uai.ord,13,48,82,14.16,828,2.0,2,828,2.22,3,0.25,0.2,36.66,-17.306241,,,
or_chain_126.fg,or_chain_126.fg.uai,or_chain_126.fg.uai.evid,or_chain_126.fg.uai.ord,10,49,88,14.48,998,2.0,2,998,2.23,3,0.25,0.2,36.79,-8.172383,,,
or_chain_127.fg,or_chain_127.fg.uai,or_chain_127.fg.uai.evid,or_chain_127.fg.uai.ord,13,60,99,17.86,1382,2.0,2,1382,2.17,3,0.23,0.2,35.15,,,,
or_chain_128.fg,or_chain_128.fg.uai,or_chain_128.fg.uai.evid,or_chain_128.fg.uai.ord,11,30,69,9.05,648,2.0,2,648,2.24,3,0.26,0.2,37.21,-12.38303,,-10.913407,
or_chain_129.fg,or_chain_129.fg.uai,or_chain_129.fg.uai.evid,or_chain_129.fg.uai.ord,7,21,60,6.24,1005,2.0,2,1005,2.1,3,0.21,0.19,33.29,-10.056673,,-9.417915,
or_chain_13.fg,or_chain_13.fg.uai,or_chain_13.fg.uai.evid,or_chain_13.fg.uai.ord,14,55,95,16.31,977,2.0,2,977,2.25,3,0.26,0.2,37.51,,,,
or_chain_130.fg,or_chain_130.fg.uai,or_chain_130.fg.uai.evid,or_chain_130.fg.uai.ord,9,36,65,10.73,1086,2.0,2,1086,2.1,3,0.22,0.2,33.44,-12.176939,,,
or_chain_131.fg,or_chain_131.fg.uai,or_chain_131.fg.uai.evid,or_chain_131.fg.uai.ord,13,43,79,12.89,898,2.0,2,898,2.29,3,0.25,0.18,38.23,-12.945084,,,
or_chain_132.fg,or_chain_132.fg.uai,or_chain_132.fg.uai.evid,or_chain_132.fg.uai.ord,13,31,76,9.33,723,2.0,2,723,2.17,3,0.24,0.21,35.48,-9.171634,,-8.429516,
or_chain_133.fg,or_chain_133.fg.uai,or_chain_133.fg.uai.evid,or_chain_133.fg.uai.ord,9,25,52,7.6,422,2.0,2,422,2.27,3,0.27,0.21,38.12,-6.898374,,-6.713086,
or_chain_134.fg,or_chain_134.fg.uai,or_chain_134.fg.uai.evid,or_chain_134.fg.uai.ord,14,100,134,29.8,1583,2.0,2,1583,2.21,3,0.24,0.19,36.09,,,,
or_chain_135.fg,or_chain_135.fg.uai,or_chain_135.fg.uai.evid,or_chain_135.fg.uai.ord,22,94,141,28.0,1715,2.0,2,1715,2.29,3,0.25,0.18,38.2,,,,
or_chain_136.fg,or_chain_136.fg.uai,or_chain_136.fg.uai.evid,or_chain_136.fg.uai.ord,9,42,74,12.52,738,2.0,2,738,2.23,3,0.25,0.2,36.91,-12.066449,,,
or_chain_138.fg,or_chain_138.fg.uai,or_chain_138.fg.uai.evid,or_chain_138.fg.uai.ord,11,30,73,8.96,702,2.0,2,702,2.2,3,0.25,0.21,36.16,-10.593581,,-10.051671,
or_chain_139.fg,or_chain_139.fg.uai,or_chain_139.fg.uai.evid,or_chain_139.fg.uai.ord,6,3,214,2.68,614,2.0,2,614,1.99,3,0.19,0.19,30.91,-7.795109,,-7.003859,
or_chain_14.fg,or_chain_14.fg.uai,or_chain_14.fg.uai.evid,or_chain_14.fg.uai.ord,17,120,166,35.83,1641,2.0,2,1641,2.3,3,0.26,0.19,38.42,,,,
or_chain_140.fg,or_chain_140.fg.uai,or_chain_140.fg.uai.evid,or_chain_140.fg.uai.ord,8,33,76,10.05,1268,2.0,2,1268,2.2,3,0.23,0.19,35.82,-6.277311,,-5.543396,
or_chain_141.fg,or_chain_141.fg.uai,or_chain_141.fg.uai.evid,or_chain_141.fg.uai.ord,9,34,71,10.57,685,2.0,2,685,2.3,3,0.27,0.2,38.41,-6.093362,,,
or_chain_142.fg,or_chain_142.fg.uai,or_chain_142.fg.uai.evid,or_chain_142.fg.uai.ord,14,34,74,10.2,631,2.0,2,631,2.28,3,0.27,0.2,38.37,-10.88029,,,
or_chain_143.fg,or_chain_143.fg.uai,or_chain_143.fg.uai.evid,or_chain_143.fg.uai.ord,13,50,97,14.81,860,2.0,2,860,2.24,3,0.25,0.2,37.08,-10.599432,,,
or_chain_144.fg,or_chain_144.fg.uai,or_chain_144.fg.uai.evid,or_chain_144.fg.uai.ord,19,106,157,31.61,1493,2.0,2,1493,2.25,3,0.25,0.19,37.21,,,,
or_chain_145.fg,or_chain_145.fg.uai,or_chain_145.fg.uai.evid,or_chain_145.fg.uai.ord,16,102,155,30.4,1665,2.0,2,1665,2.24,3,0.25,0.19,37.07,,,,
or_chain_146.fg,or_chain_146.fg.uai,or_chain_146.fg.uai.evid,or_chain_146.fg.uai.ord,17,144,189,43.06,1716,2.0,2,1716,2.26,3,0.25,0.19,37.39,,,,
or_chain_147.fg,or_chain_147.fg.uai,or_chain_147.fg.uai.evid,or_chain_147.fg.uai.ord,5,19,44,5.56,410,2.0,2,410,2.13,3,0.25,0.22,34.49,-8.454637,,-8.135758,
or_chain_148.fg,or_chain_148.fg.uai,or_chain_148.fg.uai.evid,or_chain_148.fg.uai.ord,7,17,43,5.28,463,2.0,2,463,2.1,3,0.24,0.22,33.75,-8.634556,,-8.131519,
or_chain_149.fg,or_chain_149.fg.uai,or_chain_149.fg.uai.evid,or_chain_149.fg.uai.ord,10,28,72,8.72,629,2.0,2,629,2.2,3,0.25,0.21,36.08,-8.863717,,-8.604879,
or_chain_15.fg,or_chain_15.fg.uai,or_chain_15.fg.uai.evid,or_chain_15.fg.uai.ord,11,33,66,9.92,656,2.0,2,656,2.16,3,0.24,0.21,35.13,-12.41735,,-11.846379,
or_chain_150.fg,or_chain_150.fg.uai,or_chain_150.fg.uai.evid,or_chain_150.fg.uai.ord,6,30,70,9.19,928,2.0,2,928,2.15,3,0.24,0.21,34.77,-7.536269,,-7.246417,
or_chain_151.fg,or_chain_151.fg.uai,or_chain_151.fg.uai.evid,or_chain_151.fg.uai.ord,16,117,167,34.92,1927,2.0,2,1927,2.32,3,0.26,0.19,38.94,,,,
or_chain_152.fg,or_chain_152.fg.uai,or_chain_152.fg.uai.evid,or_chain_152.fg.uai.ord,8,4,39,2.65,434,2.0,2,434,1.99,3,0.2,0.19,30.93,-10.97786,,-10.151648,
or_chain_153.fg,or_chain_153.fg.uai,or_chain_153.fg.uai.evid,or_chain_153.fg.uai.ord,9,28,64,8.4,710,2.0,2,710,2.2,3,0.25,0.2,36.05,-9.306597,,-8.69248,
or_chain_154.fg,or_chain_154.fg.uai,or_chain_154.fg.uai.evid,or_chain_154.fg.uai.ord,1,2,111,2.49,390,2.0,2,390,1.99,3,0.21,0.21,30.38,-1.547059,,-1.191032,
or_chain_155.fg,or_chain_155.fg.uai,or_chain_155.fg.uai.evid,or_chain_155.fg.uai.ord,11,31,60,9.24,542,2.0,2,542,2.19,3,0.26,0.21,36.05,-10.515404,,-9.949829,
or_chain_156.fg,or_chain_156.fg.uai,or_chain_156.fg.uai.evid,or_chain_156.fg.uai.ord,13,46,87,13.64,742,2.0,2,741,2.28,3,0.26,0.2,38.2,-11.968316,,,
or_chain_157.fg,or_chain_157.fg.uai,or_chain_157.fg.uai.evid,or_chain_157.fg.uai.ord,13,55,95,16.33,1147,2.0,2,1147,2.16,3,0.23,0.2,35.09,,,,
or_chain_158.fg,or_chain_158.fg.uai,or_chain_158.fg.uai.evid,or_chain_158.fg.uai.ord,9,34,58,10.12,527,2.0,2,527,2.2,3,0.23,0.19,35.72,-9.920734,,,
or_chain_159.fg,or_chain_159.fg.uai,or_chain_159.fg.uai.evid,or_chain_159.fg.uai.ord,15,34,78,10.26,1229,2.0,2,1229,2.17,3,0.22,0.19,35.18,-17.930496,,,
or_chain_16.fg,or_chain_16.fg.uai,or_chain_16.fg.uai.evid,or_chain_16.fg.uai.ord,25,108,174,32.26,1700,2.0,2,1700,2.33,3,0.27,0.19,39.35,,,,
or_chain_160.fg,or_chain_160.fg.uai,or_chain_160.fg.uai.evid,or_chain_160.fg.uai.ord,11,50,103,14.87,1049,2.0,2,1049,2.25,3,0.25,0.2,37.09,-10.216744,,,
or_chain_161.fg,or_chain_161.fg.uai,or_chain_161.fg.uai.evid,or_chain_161.fg.uai.ord,8,29,66,8.86,794,2.0,2,794,2.21,3,0.25,0.2,36.23,-10.555197,,-9.239758,
or_chain_162.fg,or_chain_162.fg.uai,or_chain_162.fg.uai.evid,or_chain_162.fg.uai.ord,14,87,118,25.89,1276,2.0,2,1276,2.18,3,0.24,0.2,35.65,,,,
or_chain_163.fg,or_chain_163.fg.uai,or_chain_163.fg.uai.evid,or_chain_163.fg.uai.ord,16,43,89,13.01,1044,2.0,2,1044,2.2,3,0.24,0.2,36.17,-19.604371,,,
or_chain_164.fg,or_chain_164.fg.uai,or_chain_164.fg.uai.evid,or_chain_164.fg.uai.ord,15,86,127,25.59,1506,2.0,2,1506,2.2,3,0.23,0.19,35.85,,,,
or_chain_165.fg,or_chain_165.fg.uai,or_chain_165.fg.uai.evid,or_chain_165.fg.uai.ord,13,6,32,2.77,306,2.0,2,306,2.01,3,0.21,0.19,32.26,-23.341555,,-21.799485,
or_chain_166.fg,or_chain_166.fg.uai,or_chain_166.fg.uai.evid,or_chain_166.fg.uai.ord,18,98,147,29.21,1702,2.0,2,1702,2.24,3,0.25,0.19,37.12,,,,
or_chain_167.fg,or_chain_167.fg.uai,or_chain_167.fg.uai.evid,or_chain_167.fg.uai.ord,22,60,114,17.86,1299,2.0,2,1299,2.24,3,0.25,0.19,37.12,,,,
or_chain_168.fg,or_chain_168.fg.uai,or_chain_168.fg.uai.evid,or_chain_168.fg.uai.ord,2,12,41,4.17,466,2.0,2,466,2.15,3,0.25,0.22,34.73,-2.651089,,-1.79979,
or_chain_169.fg,or_chain_169.fg.uai,or_chain_169.fg.uai.evid,or_chain_169.fg.uai.ord,14,47,83,13.91,1163,2.0,2,1163,2.16,3,0.23,0.2,35.24,-10.324254,,,
or_chain_17.fg,or_chain_17.fg.uai,or_chain_17.fg.uai.evid,or_chain_17.fg.uai.ord,3,20,46,6.04,534,2.0,2,534,2.16,3,0.25,0.22,35.09,-4.121582,,-3.164624,
or_chain_170.fg,or_chain_170.fg.uai,or_chain_170.fg.uai.evid,or_chain_170.fg.uai.ord,25,103,145,30.71,1255,2.0,2,1255,2.23,3,0.25,0.2,37.09,,,,
or_chain_172.fg,or_chain_172.fg.uai,or_chain_172.fg.uai.evid,or_chain_172.fg.uai.ord,11,38,82,11.47,750,2.0,2,750,2.27,3,0.26,0.2,37.85,-7.500451,,,
or_chain_173.fg,or_chain_173.fg.uai,or_chain_173.fg.uai.evid,or_chain_173.fg.uai.ord,12,48,82,14.16,1342,2.0,2,1342,2.13,3,0.23,0.2,34.22,-14.524897,,,
or_chain_174.fg,or_chain_174.fg.uai,or_chain_174.fg.uai.evid,or_chain_174.fg.uai.ord,32,101,136,30.1,1315,2.0,2,1314,2.23,3,0.25,0.2,37.18,,,,
or_chain_175.fg,or_chain_175.fg.uai,or_chain_175.fg.uai.evid,or_chain_175.fg.uai.ord,1,2,108,2.48,382,2.0,2,382,1.99,3,0.21,0.21,30.4,-1.539176,,-1.272289,
or_chain_176.fg,or_chain_176.fg.uai,or_chain_176.fg.uai.evid,or_chain_176.fg.uai.ord,2,9,40,3.31,511,2.0,2,511,2.04,3,0.21,0.21,31.65,-3.036653,,-2.201931,
or_chain_177.fg,or_chain_177.fg.uai,or_chain_177.fg.uai.evid,or_chain_177.fg.uai.ord,13,53,105,15.9,1239,2.0,2,1239,2.19,3,0.24,0.2,35.87,-17.588162,,,
or_chain_178.fg,or_chain_178.fg.uai,or_chain_178.fg.uai.evid,or_chain_178.fg.uai.ord,9,41,97,12.42,1021,2.0,2,1021,2.25,3,0.25,0.2,37.31,-11.255544,,,
or_chain_179.fg,or_chain_179.fg.uai,or_chain_179.fg.uai.evid,or_chain_179.fg.uai.ord,13,87,114,25.89,1245,2.0,2,1245,2.25,3,0.25,0.2,37.14,,,,
or_chain_18.fg,or_chain_18.fg.uai,or_chain_18.fg.uai.evid,or_chain_18.fg.uai.ord,4,10,57,3.53,894,2.0,2,894,2.09,3,0.22,0.2,33.07,-4.985722,,-4.507028,
or_chain_180.fg,or_chain_180.fg.uai,or_chain_180.fg.uai.evid,or_chain_180.fg.uai.ord,2,5,62,2.62,378,2.0,2,378,2.01,3,0.19,0.19,30.74,-3.060738,,-2.808656,
or_chain_181.fg,or_chain_181.fg.uai,or_chain_181.fg.uai.evid,or_chain_181.fg.uai.ord,15,49,88,14.57,730,2.0,2,730,2.25,3,0.26,0.2,37.54,-15.008262,,,
or_chain_182.fg,or_chain_182.fg.uai,or_chain_182.fg.uai.evid,or_chain_182.fg.uai.ord,3,19,39,5.69,415,2.0,2,415,2.15,3,0.25,0.22,34.71,-3.760456,,-3.079961,
or_chain_183.fg,or_chain_183.fg.uai,or_chain_183.fg.uai.evid,or_chain_183.fg.uai.ord,24,130,186,38.85,1988,2.0,2,1988,2.28,3,0.25,0.19,38.13,,,,
or_chain_185.fg,or_chain_185.fg.uai,or_chain_185.fg.uai.evid,or_chain_185.fg.uai.ord,21,98,146,29.21,1525,2.0,2,1525,2.19,3,0.24,0.2,35.99,,,,
or_chain_186.fg,or_chain_186.fg.uai,or_chain_186.fg.uai.evid,or_chain_186.fg.uai.ord,7,29,62,8.74,1076,2.0,2,1076,2.1,3,0.22,0.2,33.5,-10.036466,,-9.465061,
or_chain_187.fg,or_chain_187.fg.uai,or_chain_187.fg.uai.evid,or_chain_187.fg.uai.ord,15,114,162,34.07,1668,2.0,2,1668,2.26,3,0.25,0.19,37.46,,,,
or_chain_188.fg,or_chain_188.fg.uai,or_chain_188.fg.uai.evid,or_chain_188.fg.uai.ord,11,27,56,8.14,1061,2.0,2,1061,2.08,3,0.21,0.19,32.74,-13.394724,,-12.312381,
or_chain_189.fg,or_chain_189.fg.uai,or_chain_189.fg.uai.evid,or_chain_189.fg.uai.ord,9,37,68,11.02,768,2.0,2,768,2.15,3,0.24,0.2,34.56,-10.009204,,,
or_chain_19.fg,or_chain_19.fg.uai,or_chain_19.fg.uai.evid,or_chain_19.fg.uai.ord,15,58,105,17.27,950,2.0,2,950,2.27,3,0.26,0.2,37.74,,,,
or_chain_190.fg,or_chain_190.fg.uai,or_chain_190.fg.uai.evid,or_chain_190.fg.uai.ord,15,39,73,11.55,1022,2.0,2,1022,2.1,3,0.22,0.2,33.54,-18.940748,,,
or_chain_191.fg,or_chain_191.fg.uai,or_chain_191.fg.uai.evid,or_chain_191.fg.uai.ord,12,42,91,12.6,938,2.0,2,938,2.24,3,0.25,0.2,37.2,-8.995057,,,
or_chain_192.fg,or_chain_192.fg.uai,or_chain_192.fg.uai.evid,or_chain_192.fg.uai.ord,13,53,106,15.85,1031,2.0,2,1031,2.21,3,0.25,0.2,36.49,-13.889532,,,
or_chain_193.fg,or_chain_193.fg.uai,or_chain_193.fg.uai.evid,or_chain_193.fg.uai.ord,11,44,78,12.98,691,2.0,2,691,2.27,3,0.26,0.2,37.79,-8.389094,,,
or_chain_195.fg,or_chain_195.fg.uai,or_chain_195.fg.uai.evid,or_chain_195.fg.uai.ord,16,96,132,28.6,1083,2.0,2,1083,2.28,3,0.26,0.19,38.05,,,,
or_chain_196.fg,or_chain_196.fg.uai,or_chain_196.fg.uai.evid,or_chain_196.fg.uai.ord,25,100,136,29.83,1270,2.0,2,1270,2.28,3,0.26,0.19,38.55,,,,
or_chain_197.fg,or_chain_197.fg.uai,or_chain_197.fg.uai.evid,or_chain_197.fg.uai.ord,1,2,111,2.49,390,2.0,2,390,1.99,3,0.21,0.21,30.38,-1.546746,,-1.19331,
or_chain_198.fg,or_chain_198.fg.uai,or_chain_198.fg.uai.evid,or_chain_198.fg.uai.ord,9,32,82,9.69,639,2.0,2,639,2.26,3,0.26,0.2,37.54,-4.665399,,-4.297903,
or_chain_199.fg,or_chain_199.fg.uai,or_chain_199.fg.uai.evid,or_chain_199.fg.uai.ord,9,38,78,11.45,926,2.0,2,926,2.17,3,0.23,0.2,35.22,-12.801987,,,
or_chain_2.fg,or_chain_2.fg.uai,or_chain_2.fg.uai.evid,or_chain_2.fg.uai.ord,11,49,95,14.5,1014,2.0,2,1014,2.21,3,0.25,0.2,36.34,-11.868955,,,
or_chain_20.fg,or_chain_20.fg.uai,or_chain_20.fg.uai.evid,or_chain_20.fg.uai.ord,27,130,186,38.84,1778,2.0,2,1778,2.31,3,0.26,0.19,38.86,,,,
or_chain_200.fg,or_chain_200.fg.uai,or_chain_200.fg.uai.evid,or_chain_200.fg.uai.ord,20,88,125,26.19,1509,2.0,2,1509,2.16,3,0.24,0.2,35.27,,,,
or_chain_201.fg,or_chain_201.fg.uai,or_chain_201.fg.uai.evid,or_chain_201.fg.uai.ord,2,13,42,4.23,467,2.0,2,467,2.15,3,0.26,0.22,34.78,-2.649929,,-1.74295,
or_chain_202.fg,or_chain_202.fg.uai,or_chain_202.fg.uai.evid,or_chain_202.fg.uai.ord,16,84,117,24.99,1154,2.0,2,1154,2.26,3,0.26,0.2,37.7,,,,
or_chain_203.fg,or_chain_203.fg.uai,or_chain_203.fg.uai.evid,or_chain_203.fg.uai.ord,1,2,106,2.48,384,2.0,2,384,1.99,3,0.21,0.21,30.39,-1.540506,,-1.251894,
or_chain_204.fg,or_chain_204.fg.uai,or_chain_204.fg.uai.evid,or_chain_204.fg.uai.ord,12,35,76,10.55,655,2.0,2,655,2.24,3,0.26,0.2,37.44,-15.553929,,,
or_chain_206.fg,or_chain_206.fg.uai,or_chain_206.fg.uai.evid,or_chain_206.fg.uai.ord,13,34,82,10.48,731,2.0,2,731,2.26,3,0.26,0.2,37.78,-11.085271,,,
or_chain_207.fg,or_chain_207.fg.uai,or_chain_207.fg.uai.evid,or_chain_207.fg.uai.ord,18,110,160,32.84,1454,2.0,2,1454,2.33,3,0.26,0.19,39.26,,,,
or_chain_208.fg,or_chain_208.fg.uai,or_chain_208.fg.uai.evid,or_chain_208.fg.uai.ord,14,48,87,14.2,811,2.0,2,811,2.24,3,0.26,0.2,37.11,-14.013809,,,
or_chain_209.fg,or_chain_209.fg.uai,or_chain_209.fg.uai.evid,or_chain_209.fg.uai.ord,10,29,70,8.68,859,2.0,2,859,2.15,3,0.24,0.2,34.87,-12.294454,,-11.463453,
or_chain_21.fg,or_chain_21.fg.uai,or_chain_21.fg.uai.evid,or_chain_21.fg.uai.ord,23,98,134,29.2,1401,2.0,2,1401,2.21,3,0.24,0.2,36.46,,,,
or_chain_210.fg,or_chain_210.fg.uai,or_chain_210.fg.uai.evid,or_chain_210.fg.uai.ord,13,99,145,29.5,1375,2.0,2,1375,2.18,3,0.24,0.2,35.57,,,,
or_chain_211.fg,or_chain_211.fg.uai,or_chain_211.fg.uai.evid,or_chain_211.fg.uai.ord,11,34,72,10.21,725,2.0,2,725,2.21,3,0.25,0.2,36.28,-10.392104,,,
or_chain_212.fg,or_chain_212.fg.uai,or_chain_212.fg.uai.evid,or_chain_212.fg.uai.ord,9,38,79,11.46,782,2.0,2,782,2.2,3,0.25,0.2,35.97,-12.715439,,,
or_chain_213.fg,or_chain_213.fg.uai,or_chain_213.fg.uai.evid,or_chain_213.fg.uai.ord,17,44,78,13.19,866,2.0,2,866,2.16,3,0.24,0.2,35.22,-19.308192,,,
or_chain_214.fg,or_chain_214.fg.uai,or_chain_214.fg.uai.evid,or_chain_214.fg.uai.ord,13,26,65,7.88,1109,2.0,2,1109,2.09,3,0.21,0.19,33.22,-15.527817,,-14.96571,
or_chain_215.fg,or_chain_215.fg.uai,or_chain_215.fg.uai.evid,or_chain_215.fg.uai.ord,14,101,157,30.13,1604,2.0,2,1604,2.23,3,0.24,0.19,36.77,,,,
or_chain_216.fg,or_chain_216.fg.uai,or_chain_216.fg.uai.evid,or_chain_216.fg.uai.ord,19,100,146,29.8,1564,2.0,2,1564,2.23,3,0.24,0.19,36.83,,,,
or_chain_217.fg,or_chain_217.fg.uai,or_chain_217.fg.uai.evid,or_chain_217.fg.uai.ord,17,55,92,16.4,1339,2.0,2,1339,2.2,3,0.24,0.2,36.19,,,,
or_chain_218.fg,or_chain_218.fg.uai,or_chain_218.fg.uai.evid,or_chain_218.fg.uai.ord,1,2,9,1.27,26,2.0,2,26,1.89,3,0.18,0.19,28.41,-1.524639,,-1.490036,
or_chain_219.fg,or_chain_219.fg.uai,or_chain_219.fg.uai.evid,or_chain_219.fg.uai.ord,16,84,123,25.01,1325,2.0,2,1325,2.21,3,0.24,0.2,36.2,,,,
or_chain_22.fg,or_chain_22.fg.uai,or_chain_22.fg.uai.evid,or_chain_22.fg.uai.ord,10,58,100,17.33,1054,2.0,2,1054,2.27,3,0.26,0.2,37.68,,,,
or_chain_220.fg,or_chain_220.fg.uai,or_chain_220.fg.uai.evid,or_chain_220.fg.uai.ord,7,26,57,7.78,612,2.0,2,612,2.21,3,0.25,0.2,36.5,-11.19236,,-10.328469,
or_chain_221.fg,or_chain_221.fg.uai,or_chain_221.fg.uai.evid,or_chain_221.fg.uai.ord,8,55,93,16.27,1154,2.0,2,1154,2.14,3,0.23,0.2,34.58,-9.147285,,,
or_chain_222.fg,or_chain_222.fg.uai,or_chain_222.fg.uai.evid,or_chain_222.fg.uai.ord,16,85,122,25.34,909,2.0,2,909,2.31,3,0.27,0.19,39.02,,,,
or_chain_223.fg,or_chain_223.fg.uai,or_chain_223.fg.uai.evid,or_chain_223.fg.uai.ord,8,53,95,16.05,988,2.0,2,988,2.26,3,0.25,0.19,37.4,-8.340788,,,
or_chain_224.fg,or_chain_224.fg.uai,or_chain_224.fg.uai.evid,or_chain_224.fg.uai.ord,14,132,180,39.44,1638,2.0,2,1638,2.31,3,0.26,0.19,38.65,,,,
