name,modelfile,evidencefile,orderfile,num_evid,width,depth,logSS,num_vars,avg_states,max_states,num_factors,avg_scope,max_scope,sparsity,sparsity_std,values_std,MPE,MPLP,PR,LBP
BN_31,BN_31.uai,BN_31.uai.evid,BN_31.uai.ord,120,36,136,10.76,1156,2.0,2,1156,2.49,3,0.44,0.16,51.55,-21.245763,,-10.985798,
BN_32,BN_32.uai,BN_32.uai.evid,BN_32.uai.ord,150,43,153,12.92,1444,2.0,2,1444,2.49,3,0.45,0.15,51.8,-20.304259,,,
BN_33,BN_33.uai,BN_33.uai.evid,BN_33.uai.ord,150,42,139,12.66,1444,2.0,2,1444,2.49,3,0.45,0.15,51.8,-20.304259,,,
BN_34,BN_34.uai,BN_34.uai.evid,BN_34.uai.ord,150,41,168,12.38,1444,2.0,2,1444,2.49,3,0.45,0.15,52.19,-24.818157,,,
BN_35,BN_35.uai,BN_35.uai.evid,BN_35.uai.ord,150,40,147,12.31,1444,2.0,2,1444,2.49,3,0.45,0.15,52.19,-24.818157,,,
BN_36,BN_36.uai,BN_36.uai.evid,BN_36.uai.ord,150,46,165,13.62,1444,2.0,2,1444,2.49,3,0.45,0.15,52.19,-18.713262,,,
BN_37,BN_37.uai,BN_37.uai.evid,BN_37.uai.ord,150,44,144,13.18,1444,2.0,2,1444,2.49,3,0.45,0.15,52.19,-18.713262,,,
BN_38,BN_38.uai,BN_38.uai.evid,BN_38.uai.ord,150,42,143,12.79,1444,2.0,2,1444,2.49,3,0.45,0.15,52.11,-20.751775,,,
BN_39,BN_39.uai,BN_39.uai.evid,BN_39.uai.ord,150,43,158,12.9,1444,2.0,2,1444,2.49,3,0.45,0.15,52.11,-20.751775,,,
BN_40,BN_40.uai,BN_40.uai.evid,BN_40.uai.ord,150,42,164,12.66,1444,2.0,2,1444,2.49,3,0.45,0.15,52.06,-21.706799,,,
BN_41,BN_41.uai,BN_41.uai.evid,BN_41.uai.ord,150,41,151,12.41,1444,2.0,2,1444,2.49,3,0.45,0.15,52.06,-21.706799,,,
BN_42,BN_42.uai,BN_42.uai.evid,BN_42.uai.ord,10,23,51,6.78,880,2.0,2,880,2.29,5,0.47,0.13,53.72,-18.0618,,-2.365633,
BN_43,BN_43.uai,BN_43.uai.evid,BN_43.uai.ord,10,23,54,6.91,880,2.0,2,880,2.29,5,0.47,0.13,53.64,-18.0618,,-2.309455,
BN_44,BN_44.uai,BN_44.uai.evid,BN_44.uai.ord,10,24,54,7.04,880,2.0,2,880,2.29,5,0.47,0.13,53.7,-18.0618,,-3.687972,
BN_45,BN_45.uai,BN_45.uai.evid,BN_45.uai.ord,10,23,53,7.03,880,2.0,2,880,2.29,5,0.47,0.13,53.67,-18.0618,,-1.894259,
BN_46,BN_46.uai,BN_46.uai.evid,BN_46.uai.ord,10,23,40,6.85,499,2.0,2,499,2.27,6,0.46,0.13,53.12,-12.34223,,-2.716109,
BN_47,BN_47.uai,BN_47.uai.evid,BN_47.uai.ord,10,45,62,13.29,661,2.0,2,661,3.05,5,0.49,0.08,56.25,-4.21442,,,
BN_48,BN_48.uai,BN_48.uai.evid,BN_48.uai.ord,10,43,57,12.92,661,2.0,2,661,3.05,5,0.49,0.08,56.25,-4.21442,,,
BN_49,BN_49.uai,BN_49.uai.evid,BN_49.uai.ord,10,43,60,12.98,661,2.0,2,661,3.04,5,0.49,0.08,56.19,-4.21442,,,
BN_50,BN_50.uai,BN_50.uai.evid,BN_50.uai.ord,10,43,59,12.98,661,2.0,2,661,3.04,5,0.49,0.08,56.19,-4.21442,,,
BN_51,BN_51.uai,BN_51.uai.evid,BN_51.uai.ord,10,42,58,12.67,661,2.0,2,661,3.01,5,0.49,0.08,56.25,-4.21442,,,
BN_52,BN_52.uai,BN_52.uai.evid,BN_52.uai.ord,10,42,60,12.67,661,2.0,2,661,3.01,5,0.49,0.08,56.25,-4.21442,,,
BN_53,BN_53.uai,BN_53.uai.evid,BN_53.uai.ord,10,50,82,15.01,561,2.0,2,561,2.71,5,0.47,0.12,54.2,-9.63296,,,
BN_54,BN_54.uai,BN_54.uai.evid,BN_54.uai.ord,10,50,87,14.87,561,2.0,2,561,2.71,5,0.47,0.12,54.2,-9.63296,,,
BN_55,BN_55.uai,BN_55.uai.evid,BN_55.uai.ord,10,52,83,15.71,561,2.0,2,561,2.71,5,0.47,0.12,54.18,-9.63296,,,
BN_56,BN_56.uai,BN_56.uai.evid,BN_56.uai.ord,10,51,76,15.1,561,2.0,2,561,2.71,5,0.47,0.12,54.18,-9.63296,,,
BN_57,BN_57.uai,BN_57.uai.evid,BN_57.uai.ord,10,51,92,15.35,561,2.0,2,561,2.72,5,0.47,0.12,54.32,-9.63296,,,
BN_58,BN_58.uai,BN_58.uai.evid,BN_58.uai.ord,10,53,86,15.83,561,2.0,2,561,2.72,5,0.47,0.12,54.32,-9.63296,,,
BN_59,BN_59.uai,BN_59.uai.evid,BN_59.uai.ord,10,57,86,17.03,540,2.0,2,540,2.84,5,0.47,0.12,54.1,-9.63296,,,
BN_60,BN_60.uai,BN_60.uai.evid,BN_60.uai.ord,10,57,88,16.89,540,2.0,2,540,2.84,5,0.47,0.12,54.1,-9.63296,,,
BN_61,BN_61.uai,BN_61.uai.evid,BN_61.uai.ord,10,44,60,13.2,667,2.0,2,667,3.02,5,0.49,0.08,56.22,-4.21442,,,
BN_62,BN_62.uai,BN_62.uai.evid,BN_62.uai.ord,10,44,60,13.2,667,2.0,2,667,3.02,5,0.49,0.08,56.22,-4.21442,,,
BN_63,BN_63.uai,BN_63.uai.evid,BN_63.uai.ord,10,54,93,16.16,540,2.0,2,540,2.86,5,0.47,0.12,54.05,-9.63296,,,
BN_64,BN_64.uai,BN_64.uai.evid,BN_64.uai.ord,10,54,86,16.26,540,2.0,2,540,2.86,5,0.47,0.12,54.05,-9.63296,,,
BN_65,BN_65.uai,BN_65.uai.evid,BN_65.uai.ord,10,61,82,18.15,440,2.0,2,440,2.61,5,0.45,0.15,51.89,-13.54635,,,
BN_66,BN_66.uai,BN_66.uai.evid,BN_66.uai.ord,10,77,91,22.88,440,2.0,2,440,2.61,5,0.45,0.15,51.89,-13.54635,,,
BN_67,BN_67.uai,BN_67.uai.evid,BN_67.uai.ord,10,59,83,17.8,440,2.0,2,440,2.6,5,0.45,0.15,51.77,-13.54635,,,
BN_68,BN_68.uai,BN_68.uai.evid,BN_68.uai.ord,10,59,82,17.77,440,2.0,2,440,2.6,5,0.45,0.15,51.77,-13.54635,,,
BN_69,BN_69.uai,BN_69.uai.evid,BN_69.uai.ord,78,48,85,18.31,777,7.63,36,777,2.45,4,0.47,0.43,21.28,-91.104131,,,
BN_70,BN_70.uai,BN_70.uai.evid,BN_70.uai.ord,159,81,146,37.23,2315,5.38,36,2315,2.68,5,0.45,0.4,25.92,,,,
BN_71,BN_71.uai,BN_71.uai.evid,BN_71.uai.ord,202,45,161,16.04,1740,6.17,36,1740,2.45,5,0.47,0.42,23.49,,,,
BN_72,BN_72.uai,BN_72.uai.evid,BN_72.uai.ord,252,58,275,22.41,2155,6.18,36,2155,2.43,5,0.46,0.41,23.63,,,,
BN_73,BN_73.uai,BN_73.uai.evid,BN_73.uai.ord,216,75,232,25.9,2140,5.86,36,2140,2.41,4,0.44,0.4,24.7,,,,
BN_74,BN_74.uai,BN_74.uai.evid,BN_74.uai.ord,66,37,73,13.13,749,6.44,36,749,2.41,4,0.44,0.42,22.18,-77.271479,,,
BN_75,BN_75.uai,BN_75.uai.evid,BN_75.uai.ord,155,59,255,21.28,1820,5.76,36,1820,2.61,5,0.45,0.4,25.18,,,,
BN_76,BN_76.uai,BN_76.uai.evid,BN_76.uai.ord,169,53,215,17.22,2155,7.01,36,2155,2.51,5,0.46,0.42,21.9,,,,
BN_77,BN_77.uai,BN_77.uai.evid,BN_77.uai.ord,135,28,86,14.21,1020,9.21,45,1020,2.37,4,0.47,0.44,19.05,-111.007666,,,
BN_78,BN_78.uai,BN_78.uai.evid,BN_78.uai.ord,10,11,19,3.37,54,2.0,2,54,2.28,10,0.08,0.19,9.68,-11.533098,,-2.735187,
BN_79,BN_79.uai,BN_79.uai.evid,BN_79.uai.ord,10,11,20,3.37,54,2.0,2,54,2.28,10,0.08,0.19,9.68,-11.533098,,-2.735187,
BN_80,BN_80.uai,BN_80.uai.evid,BN_80.uai.ord,50,16,20,4.74,360,2.0,2,360,2.32,11,0.06,0.17,9.35,-7.298537,,-2.883897,
BN_81,BN_81.uai,BN_81.uai.evid,BN_81.uai.ord,50,16,21,4.74,360,2.0,2,360,2.32,11,0.06,0.17,9.35,-7.298537,,-2.883897,
BN_82,BN_82.uai,BN_82.uai.evid,BN_82.uai.ord,50,18,22,5.32,360,2.0,2,360,2.51,11,0.06,0.16,9.3,-10.640282,,-6.254398,
BN_83,BN_83.uai,BN_83.uai.evid,BN_83.uai.ord,50,18,23,5.32,360,2.0,2,360,2.51,11,0.06,0.16,9.3,-10.640282,,-6.254398,
BN_84,BN_84.uai,BN_84.uai.evid,BN_84.uai.ord,50,19,25,5.61,360,2.0,2,360,2.61,12,0.06,0.16,9.42,-5.146924,,-0.741561,
BN_85,BN_85.uai,BN_85.uai.evid,BN_85.uai.ord,50,19,24,5.61,360,2.0,2,360,2.61,12,0.06,0.16,9.42,-5.146924,,-0.741561,
BN_86,BN_86.uai,BN_86.uai.evid,BN_86.uai.ord,50,21,39,6.37,422,2.0,2,422,2.66,17,0.06,0.16,11.1,-1.480002,,-0.385745,
BN_87,BN_87.uai,BN_87.uai.evid,BN_87.uai.ord,50,21,42,6.37,422,2.0,2,422,2.66,17,0.06,0.16,11.1,-1.480002,,-0.385745,
BN_88,BN_88.uai,BN_88.uai.evid,BN_88.uai.ord,50,17,31,5.42,422,2.0,2,422,2.52,17,0.06,0.16,11.3,-1.480002,,-0.118559,
BN_89,BN_89.uai,BN_89.uai.evid,BN_89.uai.ord,50,17,33,5.42,422,2.0,2,422,2.52,17,0.06,0.16,11.3,-1.480002,,-0.118559,
BN_90,BN_90.uai,BN_90.uai.evid,BN_90.uai.ord,50,21,37,6.31,422,2.0,2,422,2.7,17,0.06,0.16,11.13,-1.480002,,-0.040353,
BN_91,BN_91.uai,BN_91.uai.evid,BN_91.uai.ord,50,21,37,6.31,422,2.0,2,422,2.7,17,0.06,0.16,11.13,-1.480002,,-0.040353,
BN_92,BN_92.uai,BN_92.uai.evid,BN_92.uai.ord,50,20,37,6.04,422,2.0,2,422,2.55,18,0.06,0.16,11.02,-1.480002,,-0.093689,
BN_93,BN_93.uai,BN_93.uai.evid,BN_93.uai.ord,50,20,35,6.04,422,2.0,2,422,2.55,18,0.06,0.16,11.02,-1.480002,,-0.093689,
BN_95,BN_95.uai,BN_95.uai.evid,BN_95.uai.ord,6,15,21,5.84,53,7.83,50,53,2.95,4,0.1,0.3,2.32,-19.481989,,-10.347312,
BN_97,BN_97.uai,BN_97.uai.evid,BN_97.uai.ord,5,15,24,5.82,54,6.96,50,54,3.12,4,0.08,0.27,2.11,-18.234664,,-8.638551,
BN_99,BN_99.uai,BN_99.uai.evid,BN_99.uai.ord,6,16,23,6.41,57,7.46,50,57,3.15,4,0.09,0.29,2.26,-20.447581,,-10.668755,
BN_101,BN_101.uai,BN_101.uai.evid,BN_101.uai.ord,8,16,23,5.72,58,9.0,50,58,2.98,4,0.12,0.32,2.63,-23.184242,,-13.723913,
BN_103,BN_103.uai,BN_103.uai.evid,BN_103.uai.ord,15,17,25,6.03,76,11.86,50,76,2.59,4,0.16,0.37,3.29,-36.539614,,-25.708713,
BN_105,BN_105.uai,BN_105.uai.evid,BN_105.uai.ord,10,18,22,5.49,50,2.0,2,50,5.78,15,0.42,0.1,54.48,-1.520837,,-0.833288,
BN_107,BN_107.uai,BN_107.uai.evid,BN_107.uai.ord,10,21,26,6.6,50,2.0,2,50,6.68,19,0.42,0.1,54.61,-1.345973,,-1.151503,
BN_109,BN_109.uai,BN_109.uai.evid,BN_109.uai.ord,10,20,24,6.21,50,2.0,2,50,6.43,18,0.4,0.14,51.54,-2.513863,,-1.888422,
BN_111,BN_111.uai,BN_111.uai.evid,BN_111.uai.ord,10,19,23,6.02,50,2.0,2,50,6.56,17,0.4,0.14,51.45,-2.27276,,-1.278392,
BN_113,BN_113.uai,BN_113.uai.evid,BN_113.uai.ord,10,21,25,6.37,50,2.0,2,50,6.63,19,0.4,0.14,51.59,-3.228886,,-1.746274,
BN_115,BN_115.uai,BN_115.uai.evid,BN_115.uai.ord,10,20,24,6.17,50,2.0,2,50,6.52,17,0.09,0.19,10.82,-7.942646,,-2.440681,
BN_117,BN_117.uai,BN_117.uai.evid,BN_117.uai.ord,10,18,23,5.53,50,2.0,2,50,6.09,16,0.09,0.19,11.23,-8.188188,,-2.705712,
BN_119,BN_119.uai,BN_119.uai.evid,BN_119.uai.ord,10,19,23,5.7,50,2.0,2,50,6.33,15,0.09,0.19,11.17,-7.756223,,-2.143917,
BN_121,BN_121.uai,BN_121.uai.evid,BN_121.uai.ord,10,19,23,5.85,50,2.0,2,50,6.27,17,0.09,0.19,10.96,-8.016678,,-2.173505,
BN_123,BN_123.uai,BN_123.uai.evid,BN_123.uai.ord,10,18,21,5.56,50,2.0,2,50,6.17,15,0.09,0.19,11.24,-8.098202,,-2.529114,
BN_125,BN_125.uai,BN_125.uai.evid,BN_125.uai.ord,10,19,23,5.8,50,2.0,2,50,6.26,17,0.09,0.19,11.16,-7.529932,,-1.900402,
BN_126,BN_126.uai,BN_126.uai.evid,BN_126.uai.ord,256,52,63,15.45,512,2.0,2,512,1.67,5,0.25,0.25,29.47,-56.00609,,,
BN_127,BN_127.uai,BN_127.uai.evid,BN_127.uai.ord,256,52,65,15.77,512,2.0,2,512,1.67,5,0.25,0.25,29.43,-58.299344,,,
BN_128,BN_128.uai,BN_128.uai.evid,BN_128.uai.ord,256,49,59,14.87,512,2.0,2,512,1.67,5,0.25,0.25,29.46,-47.423165,,,
BN_129,BN_129.uai,BN_129.uai.evid,BN_129.uai.ord,256,51,66,15.28,512,2.0,2,512,1.67,5,0.25,0.25,29.42,-62.163049,,,
BN_130,BN_130.uai,BN_130.uai.evid,BN_130.uai.ord,256,52,64,15.6,512,2.0,2,512,1.67,5,0.25,0.25,29.39,-58.258251,,,
BN_131,BN_131.uai,BN_131.uai.evid,BN_131.uai.ord,256,48,63,14.75,512,2.0,2,512,1.67,5,0.25,0.25,29.57,-54.639355,,,
BN_132,BN_132.uai,BN_132.uai.evid,BN_132.uai.ord,256,49,59,14.53,512,2.0,2,512,1.67,5,0.25,0.25,29.41,-65.699135,,,
BN_133,BN_133.uai,BN_133.uai.evid,BN_133.uai.ord,256,52,63,15.84,512,2.0,2,512,1.67,5,0.25,0.25,29.48,-54.344012,,,
BN_134,BN_134.uai,BN_134.uai.evid,BN_134.uai.ord,256,52,61,15.42,512,2.0,2,512,1.67,5,0.25,0.25,29.49,-56.94875,,,
