name,modelfile,evidencefile,orderfile,num_evid,width,depth,logSS,num_vars,avg_states,max_states,num_factors,avg_scope,max_scope,sparsity,sparsity_std,values_std,MPE,MPLP,PR,LBP
1c1k,1c1k.uai,1c1k.uai.evid,1c1k.uai.ord,0,28,63,33.19,200,24.18,81,898,1.78,2,0.0,0.02,12.34,-172.031031,,,
1c3m,1c3m.uai,1c3m.uai.evid,1c3m.uai.ord,0,13,30,11.66,113,16.08,81,357,1.68,2,0.0,0.02,11.65,-49.501743,,,
1c3r,1c3r.uai,1c3r.uai.evid,1c3r.uai.ord,0,44,111,50.1,636,21.81,81,2678,1.76,2,0.0,0.03,12.32,,,,
1c3w,1c3w.uai,1c3w.uai.evid,1c3w.uai.ord,0,18,39,18.87,178,13.79,81,707,1.75,2,0.0,0.03,12.6,-188.214721,,,
1c44,1c44.uai,1c44.uai.evid,1c44.uai.ord,0,15,31,14.99,98,25.7,81,363,1.73,2,0.0,0.02,12.05,-39.065063,,,
1c4o,1c4o.uai,1c4o.uai.evid,1c4o.uai.ord,0,28,72,34.49,428,21.84,81,1843,1.77,2,0.0,0.03,11.69,,,,
1c52,1c52.uai,1c52.uai.evid,1c52.uai.ord,0,16,30,16.61,99,26.31,81,381,1.74,2,0.0,0.02,12.07,-50.371502,,,
1c75,1c75.uai,1c75.uai.evid,1c75.uai.ord,0,7,16,6.23,47,20.19,81,135,1.65,2,0.01,0.03,11.42,-4.819518,,-0.915185,
1c9x,1c9x.uai,1c9x.uai.evid,1c9x.uai.ord,0,10,29,11.65,108,19.57,81,362,1.7,2,0.0,0.01,10.62,-58.730876,,,
1cb6,1cb6.uai,1cb6.uai.evid,1cb6.uai.ord,0,33,90,37.36,574,21.1,81,2218,1.74,2,0.0,0.02,11.49,,,,
1cbs,1cbs.uai,1cbs.uai.evid,1cbs.uai.ord,0,16,31,17.35,123,22.6,81,447,1.72,2,0.0,0.02,10.66,-42.722953,,,
1cc8,1cc8.uai,1cc8.uai.evid,1cc8.uai.ord,0,11,22,11.31,66,21.88,81,225,1.71,2,0.0,0.03,11.23,-29.396462,,,
1cdy,1cdy.uai,1cdy.uai.evid,1cdy.uai.ord,0,13,41,13.85,162,21.07,81,565,1.71,2,0.0,0.02,10.23,-115.114367,,,
1cei,1cei.uai,1cei.uai.evid,1cei.uai.ord,0,13,27,11.89,75,20.47,81,290,1.74,2,0.0,0.02,11.14,-15.8215,,,
1cew,1cew.uai,1cew.uai.evid,1cew.uai.ord,0,10,30,9.52,96,20.6,81,320,1.7,2,0.0,0.03,11.09,-47.700551,,,
1cjw,1cjw.uai,1cjw.uai.evid,1cjw.uai.ord,0,16,32,15.31,139,16.79,81,515,1.73,2,0.0,0.03,12.59,-96.408689,,,
1clw,1clw.uai,1clw.uai.evid,1clw.uai.ord,0,29,60,31.32,441,17.23,81,1534,1.71,2,0.0,0.02,11.97,,,,
1cnv,1cnv.uai,1cnv.uai.evid,1cnv.uai.ord,0,29,53,32.9,244,18.69,81,995,1.75,2,0.01,0.03,11.89,-184.141001,,,
1cnz,1cnz.uai,1cnz.uai.evid,1cnz.uai.ord,0,39,90,52.88,578,20.02,81,2359,1.75,2,0.0,0.03,11.59,,,,
1co6,1co6.uai,1co6.uai.evid,1co6.uai.ord,0,12,28,13.66,86,23.08,81,310,1.72,2,0.0,0.02,11.49,-47.937024,,,
1coj,1coj.uai,1coj.uai.evid,1coj.uai.ord,0,19,46,19.62,179,21.99,81,718,1.75,2,0.0,0.02,13.01,-102.191089,,,
1cot,1cot.uai,1cot.uai.evid,1cot.uai.ord,0,11,28,12.07,96,23.66,81,347,1.72,2,0.0,0.01,11.47,-47.173391,,,
1cpq,1cpq.uai,1cpq.uai.evid,1cpq.uai.ord,0,9,21,8.38,84,23.07,81,265,1.68,2,0.01,0.03,12.45,-28.847867,,-21.725218,
1cqw,1cqw.uai,1cqw.uai.evid,1cqw.uai.ord,0,35,58,39.43,251,16.77,81,1040,1.76,2,0.0,0.02,12.18,-194.883148,,,
1cqx,1cqx.uai,1cqx.uai.evid,1cqx.uai.ord,0,39,84,41.57,668,19.23,81,2515,1.73,2,0.0,0.02,11.83,,,,
1cqy,1cqy.uai,1cqy.uai.evid,1cqy.uai.ord,0,11,26,12.17,91,17.44,81,310,1.71,2,0.0,0.0,11.17,-47.501291,,,
1crz,1crz.uai,1crz.uai.evid,1crz.uai.ord,0,18,58,18.24,315,16.95,81,1100,1.71,2,0.0,0.02,11.19,,,,
1ct5,1ct5.uai,1ct5.uai.evid,1ct5.uai.ord,0,17,42,17.29,198,22.49,81,777,1.75,2,0.01,0.03,11.88,-92.675922,,,
1ctf,1ctf.uai,1ctf.uai.evid,1ctf.uai.ord,0,5,19,6.22,47,27.87,81,142,1.67,2,0.01,0.04,12.4,-8.534299,,-3.71871,
1ctj,1ctj.uai,1ctj.uai.evid,1ctj.uai.ord,0,9,21,8.08,61,18.31,81,203,1.7,2,0.01,0.05,13.76,-18.108126,,-13.282241,
1ctq,1ctq.uai,1ctq.uai.evid,1ctq.uai.ord,0,16,43,17.66,144,20.96,81,575,1.75,2,0.01,0.03,10.95,-62.388736,,,
1cuo,1cuo.uai,1cuo.uai.evid,1cuo.uai.ord,0,12,23,11.99,104,17.75,81,353,1.71,2,0.0,0.01,12.01,-48.482405,,,
1cxc,1cxc.uai,1cxc.uai.evid,1cxc.uai.ord,0,12,33,13.33,93,24.12,81,325,1.71,2,0.0,0.02,12.42,-23.668906,,,
1cxy,1cxy.uai,1cxy.uai.evid,1cxy.uai.ord,0,9,19,8.2,69,14.33,81,230,1.7,2,0.0,0.03,12.68,-42.475518,,-38.01866,
1cyo,1cyo.uai,1cyo.uai.evid,1cyo.uai.ord,0,10,24,9.41,78,20.97,81,284,1.73,2,0.0,0.01,11.89,-34.731364,,,
1czs,1czs.uai,1czs.uai.evid,1czs.uai.ord,0,20,37,25.47,143,22.8,81,591,1.76,2,0.0,0.01,11.34,-103.789226,,,
1d2e,1d2e.uai,1d2e.uai.evid,1d2e.uai.ord,0,26,138,31.6,1328,20.92,81,5219,1.75,2,0.0,0.03,10.98,,,,
1d2n,1d2n.uai,1d2n.uai.evid,1d2n.uai.ord,0,18,44,20.65,216,21.56,81,847,1.74,2,0.0,0.03,10.81,-114.542781,,,
1d4x,1d4x.uai,1d4x.uai.evid,1d4x.uai.ord,0,30,64,35.81,413,19.24,81,1657,1.75,2,0.0,0.02,11.98,,,,
1d5t,1d5t.uai,1d5t.uai.evid,1d5t.uai.ord,0,24,79,24.57,380,19.17,81,1516,1.75,2,0.0,0.02,11.01,,,,
1db1,1db1.uai,1db1.uai.evid,1db1.uai.ord,0,27,56,29.32,228,19.31,81,929,1.75,2,0.0,0.02,10.43,-96.798848,,,
1dbu,1dbu.uai,1dbu.uai.evid,1dbu.uai.ord,0,11,30,11.89,123,22.83,81,406,1.7,2,0.0,0.02,11.41,-46.039247,,,
1ddt,1ddt.uai,1ddt.uai.evid,1ddt.uai.ord,0,18,61,20.9,442,18.58,81,1591,1.72,2,0.0,0.02,11.49,,,,
1df4,1df4.uai,1df4.uai.evid,1df4.uai.ord,0,7,20,6.67,51,20.12,81,175,1.71,2,0.01,0.05,11.6,-3.000562,,2.944375,
1dfx,1dfx.uai,1dfx.uai.evid,1dfx.uai.ord,0,10,26,10.04,103,19.42,81,366,1.72,2,0.0,0.01,12.27,-85.50513,,,
1dg6,1dg6.uai,1dg6.uai.evid,1dg6.uai.ord,0,16,41,15.4,131,21.42,81,494,1.73,2,0.0,0.01,12.2,-72.061452,,,
1di6,1di6.uai,1di6.uai.evid,1di6.uai.ord,0,14,30,15.76,154,18.79,81,530,1.71,2,0.0,0.02,10.52,-43.463679,,,
1dk8,1dk8.uai,1dk8.uai.evid,1dk8.uai.ord,0,12,41,14.6,130,21.01,81,496,1.74,2,0.0,0.02,12.23,-82.875561,,,
1dlw,1dlw.uai,1dlw.uai.evid,1dlw.uai.ord,0,9,23,7.08,83,15.52,81,268,1.69,2,0.0,0.02,12.14,-43.725265,,-37.302193,
1dly,1dly.uai,1dly.uai.evid,1dly.uai.ord,0,12,26,12.83,100,19.42,81,347,1.71,2,0.0,0.01,11.96,-49.883853,,,
1doi,1doi.uai,1doi.uai.evid,1doi.uai.ord,0,14,35,13.62,109,15.83,81,417,1.74,2,0.0,0.02,11.08,-94.138514,,,
1dpe,1dpe.uai,1dpe.uai.evid,1dpe.uai.ord,0,30,85,34.25,434,20.89,81,1742,1.75,2,0.0,0.02,11.96,,,,
1dqg,1dqg.uai,1dqg.uai.evid,1dqg.uai.ord,0,14,28,17.98,118,21.01,81,466,1.75,2,0.0,0.01,12.94,-78.529326,,,
1dqy,1dqy.uai,1dqy.uai.evid,1dqy.uai.ord,0,18,46,20.84,230,15.66,81,974,1.76,2,0.0,0.02,12.14,-273.685765,,,
1dus,1dus.uai,1dus.uai.evid,1dus.uai.ord,0,21,41,22.75,169,25.24,81,655,1.74,2,0.0,0.02,10.38,-67.699464,,,
1duw,1duw.uai,1duw.uai.evid,1duw.uai.ord,0,10,36,10.84,241,20.68,81,743,1.68,2,0.0,0.02,10.74,-90.698411,,,
1dvo,1dvo.uai,1dvo.uai.evid,1dvo.uai.ord,0,9,42,11.7,127,27.2,81,465,1.73,2,0.01,0.03,12.4,-58.756527,,,
1dxr,1dxr.uai,1dxr.uai.evid,1dxr.uai.ord,0,45,145,49.72,960,16.56,81,3839,1.75,2,0.0,0.02,12.56,,,,
1dyq,1dyq.uai,1dyq.uai.evid,1dyq.uai.ord,0,22,44,28.71,205,22.24,81,842,1.76,2,0.0,0.02,12.25,-138.169888,,,
1dz4,1dz4.uai,1dz4.uai.evid,1dz4.uai.ord,0,33,116,35.89,699,18.94,81,2834,1.75,2,0.0,0.02,11.38,,,,
1dzo,1dzo.uai,1dzo.uai.evid,1dzo.uai.ord,0,9,30,10.35,91,20.8,81,288,1.68,2,0.0,0.02,9.94,-37.82059,,,
1e18,1e18.uai,1e18.uai.evid,1e18.uai.ord,0,44,89,48.56,618,18.0,81,2489,1.75,2,0.0,0.02,11.69,,,,
1e1m,1e1m.uai,1e1m.uai.evid,1e1m.uai.ord,0,16,64,21.11,374,20.12,81,1396,1.73,2,0.0,0.03,11.37,,,,
1e29,1e29.uai,1e29.uai.evid,1e29.uai.ord,0,12,26,12.33,117,18.09,81,395,1.7,2,0.0,0.01,11.92,-63.128646,,,
1e2x,1e2x.uai,1e2x.uai.evid,1e2x.uai.ord,0,17,53,18.36,186,19.4,81,738,1.75,2,0.0,0.03,11.78,-101.21719,,,
1e39,1e39.uai,1e39.uai.evid,1e39.uai.ord,0,28,65,31.23,441,19.78,81,1620,1.73,2,0.0,0.02,10.96,,,,
1e3b,1e3b.uai,1e3b.uai.evid,1e3b.uai.ord,0,18,35,20.16,139,21.27,81,521,1.73,2,0.0,0.02,11.51,-75.419461,,,
1e3d,1e3d.uai,1e3d.uai.evid,1e3d.uai.ord,0,73,176,87.31,1298,18.18,81,5338,1.76,2,0.0,0.02,11.69,,,,
1e4f,1e4f.uai,1e4f.uai.evid,1e4f.uai.ord,0,19,63,23.4,331,20.84,81,1256,1.74,2,0.0,0.02,11.0,,,,
1e5k,1e5k.uai,1e5k.uai.evid,1e5k.uai.ord,0,14,42,15.07,154,19.12,81,587,1.74,2,0.0,0.03,11.74,-61.219754,,,
1e61,1e61.uai,1e61.uai.evid,1e61.uai.ord,0,46,121,56.78,1219,17.87,81,4862,1.75,2,0.0,0.02,11.67,,,,
1e6p,1e6p.uai,1e6p.uai.evid,1e6p.uai.ord,0,42,122,45.84,807,17.6,81,3349,1.76,2,0.0,0.02,12.27,,,,
1e85,1e85.uai,1e85.uai.evid,1e85.uai.ord,0,9,25,9.05,91,23.04,81,332,1.73,2,0.0,0.02,12.33,-47.311979,,,
1e8c,1e8c.uai,1e8c.uai.evid,1e8c.uai.ord,0,32,88,34.55,750,18.33,81,2713,1.72,2,0.0,0.03,11.41,,,,
1eg3,1eg3.uai,1eg3.uai.evid,1eg3.uai.ord,0,23,51,26.09,233,18.89,81,955,1.76,2,0.0,0.03,11.35,-109.942321,,,
1eg5,1eg5.uai,1eg5.uai.evid,1eg5.uai.ord,0,37,105,48.44,609,21.24,81,2450,1.75,2,0.0,0.02,11.14,,,,
1ehg,1ehg.uai,1ehg.uai.evid,1ehg.uai.ord,0,25,54,27.53,340,19.58,81,1292,1.74,2,0.0,0.02,10.95,,,,
1ej8,1ej8.uai,1ej8.uai.evid,1ej8.uai.ord,0,12,37,11.68,121,19.07,81,400,1.7,2,0.0,0.02,11.12,-58.423337,,,
1ek0,1ek0.uai,1ek0.uai.evid,1ek0.uai.ord,0,16,33,17.31,139,22.5,81,518,1.73,2,0.0,0.03,11.49,-97.759225,,,
1ekg,1ekg.uai,1ekg.uai.evid,1ekg.uai.ord,0,11,33,11.67,103,17.52,81,379,1.73,2,0.0,0.03,12.53,-79.708372,,,
1elu,1elu.uai,1elu.uai.evid,1elu.uai.ord,0,49,103,53.36,604,16.75,81,2418,1.75,2,0.0,0.03,12.12,,,,
1ema,1ema.uai,1ema.uai.evid,1ema.uai.ord,0,22,40,25.74,193,19.64,81,713,1.73,2,0.0,0.03,11.4,-124.381217,,,
1en2,1en2.uai,1en2.uai.evid,1en2.uai.ord,0,5,16,6.43,65,17.2,81,206,1.68,2,0.0,0.0,11.64,-56.087976,,-50.698285,
1enf,1enf.uai,1enf.uai.evid,1enf.uai.ord,0,21,52,21.76,192,22.43,81,793,1.76,2,0.0,0.02,11.44,-108.700683,,,
1esl,1esl.uai,1esl.uai.evid,1esl.uai.ord,0,17,32,17.23,140,19.59,81,512,1.73,2,0.0,0.01,11.89,-101.609869,,,
1et9,1et9.uai,1et9.uai.evid,1et9.uai.ord,0,19,47,21.05,184,20.94,81,707,1.74,2,0.0,0.02,11.31,-98.497517,,,
1etl,1etl.uai,1etl.uai.evid,1etl.uai.ord,0,1,2,1.14,9,7.89,27,14,1.36,2,0.0,0.0,7.4,-2.919779,,-2.585582,
1etm,1etm.uai,1etm.uai.evid,1etm.uai.ord,0,2,3,1.31,10,8.0,27,16,1.38,2,0.0,0.0,7.96,-2.974628,,-2.152477,
1etn,1etn.uai,1etn.uai.evid,1etn.uai.ord,0,2,2,1.11,9,7.89,27,14,1.36,2,0.0,0.0,6.85,-5.945568,,-5.55845,
1eu8,1eu8.uai,1eu8.uai.evid,1eu8.uai.ord,0,31,69,34.97,345,20.19,81,1484,1.77,2,0.0,0.02,12.28,,,,
1euo,1euo.uai,1euo.uai.evid,1euo.uai.ord,0,18,37,19.17,157,20.4,81,542,1.71,2,0.0,0.02,11.59,-76.620914,,,
1ew4,1ew4.uai,1ew4.uai.evid,1ew4.uai.ord,0,15,32,13.98,92,18.48,81,371,1.75,2,0.0,0.02,11.56,-36.058774,,,
1ewf,1ewf.uai,1ewf.uai.evid,1ewf.uai.ord,0,20,101,23.51,404,18.4,81,1415,1.71,2,0.0,0.03,11.43,,,,
1exm,1exm.uai,1exm.uai.evid,1exm.uai.ord,0,27,56,29.93,338,20.07,81,1296,1.74,2,0.0,0.03,11.02,,,,
1exr,1exr.uai,1exr.uai.evid,1exr.uai.ord,0,9,38,10.01,125,20.98,81,458,1.73,2,0.0,0.02,11.99,-23.526397,,,
1f07,1f07.uai,1f07.uai.evid,1f07.uai.ord,0,34,119,36.45,964,18.61,81,3502,1.72,2,0.0,0.03,11.32,,,,
1f0l,1f0l.uai,1f0l.uai.evid,1f0l.uai.ord,0,30,117,40.53,880,18.65,81,3362,1.74,2,0.0,0.02,11.17,,,,
1f1e,1f1e.uai,1f1e.uai.evid,1f1e.uai.ord,0,12,41,14.5,116,25.27,81,453,1.74,2,0.01,0.03,11.61,-45.531879,,,
1f4p,1f4p.uai,1f4p.uai.evid,1f4p.uai.ord,0,11,36,11.0,112,17.09,81,399,1.72,2,0.0,0.02,11.63,-30.175843,,,
1f5f,1f5f.uai,1f5f.uai.evid,1f5f.uai.ord,0,16,31,17.46,147,18.21,81,532,1.72,2,0.0,0.02,11.58,-77.960724,,,
1f5n,1f5n.uai,1f5n.uai.evid,1f5n.uai.ord,0,30,116,32.69,512,23.22,81,2110,1.76,2,0.0,0.02,11.46,,,,
1f60,1f60.uai,1f60.uai.evid,1f60.uai.ord,0,36,64,44.3,446,21.22,81,1691,1.74,2,0.0,0.02,10.67,,,,
1f94,1f94.uai,1f94.uai.evid,1f94.uai.ord,0,7,20,8.12,58,17.9,81,192,1.7,2,0.0,0.01,11.85,-65.446422,,-61.389413,
1f9i,1f9i.uai,1f9i.uai.evid,1f9i.uai.ord,0,11,29,12.11,103,20.06,81,387,1.73,2,0.0,0.01,12.79,-84.894198,,,
1fas,1fas.uai,1fas.uai.evid,1fas.uai.ord,0,5,16,8.31,55,19.44,81,177,1.69,2,0.0,0.01,11.22,-38.811013,,-33.320965,
1fcy,1fcy.uai,1fcy.uai.evid,1fcy.uai.ord,0,21,49,26.27,207,20.72,81,860,1.76,2,0.0,0.02,10.54,-63.162444,,,
1feh,1feh.uai,1feh.uai.evid,1feh.uai.ord,0,41,94,54.67,490,21.64,81,1972,1.75,2,0.0,0.02,10.61,,,,
1fit,1fit.uai,1fit.uai.evid,1fit.uai.ord,0,12,29,13.09,107,19.61,81,373,1.71,2,0.0,0.01,11.8,-39.320415,,,
1fjj,1fjj.uai,1fjj.uai.evid,1fjj.uai.ord,0,12,24,9.67,122,14.16,81,407,1.7,2,0.0,0.01,12.68,-99.51666,,,
1fk5,1fk5.uai,1fk5.uai.evid,1fk5.uai.ord,0,5,18,6.59,66,16.08,81,176,1.62,2,0.0,0.01,9.08,-31.814519,,-25.882219,
1fm2,1fm2.uai,1fm2.uai.evid,1fm2.uai.ord,0,32,83,32.52,531,17.84,81,2093,1.75,2,0.0,0.02,12.25,,,,
1fmj,1fmj.uai,1fmj.uai.evid,1fmj.uai.ord,0,49,133,58.34,614,21.2,81,2759,1.78,2,0.0,0.02,12.13,,,,
1fn9,1fn9.uai,1fn9.uai.evid,1fn9.uai.ord,0,37,100,47.79,630,18.74,81,2622,1.76,2,0.0,0.02,11.04,,,,
